,start,end
decay,1984-09-15 08:00:00,1984-09-15 14:00:00
intensification,1984-09-15 15:00:00,1984-09-16 01:00:00
mature,1984-09-16 02:00:00,1984-09-16 04:00:00
decay 2,1984-09-16 05:00:00,1984-09-16 16:00:00
