,start,end
incipient,2008-06-11 02:00:00,2008-06-11 22:00:00
intensification,2008-06-11 23:00:00,2008-06-13 18:00:00
mature,2008-06-13 19:00:00,2008-06-14 09:00:00
decay,2008-06-14 10:00:00,2008-06-16 03:00:00
