,start,end
incipient,2018-07-11 18:00:00,2018-07-12 17:00:00
intensification,2018-07-12 18:00:00,2018-07-15 01:00:00
mature,2018-07-15 02:00:00,2018-07-16 01:00:00
decay,2018-07-16 02:00:00,2018-07-20 03:00:00
