,start,end
incipient,2015-04-03 02:00:00,2015-04-03 11:00:00
intensification,2015-04-03 12:00:00,2015-04-04 15:00:00
mature,2015-04-04 16:00:00,2015-04-05 00:00:00
decay,2015-04-05 01:00:00,2015-04-06 04:00:00
