,start,end
incipient,1992-05-11 22:00:00,1992-05-12 03:00:00
intensification,1992-05-12 04:00:00,1992-05-12 04:00:00
decay,1992-05-12 05:00:00,1992-05-12 12:00:00
intensification 2,1992-05-12 13:00:00,1992-05-13 09:00:00
