,start,end
incipient,2019-09-04 19:00:00,2019-09-05 18:00:00
intensification,2019-09-05 19:00:00,2019-09-07 19:00:00
mature,2019-09-07 20:00:00,2019-09-08 09:00:00
decay,2019-09-08 10:00:00,2019-09-09 10:00:00
