,start,end
incipient,1979-05-16 07:00:00,1979-05-16 14:00:00
intensification,1979-05-16 15:00:00,1979-05-16 18:00:00
decay,1979-05-16 19:00:00,1979-05-17 01:00:00
intensification 2,1979-05-17 02:00:00,1979-05-17 21:00:00
