,start,end
incipient,2020-10-29 09:00:00,2020-10-29 23:00:00
intensification,2020-10-30 00:00:00,2020-10-30 16:00:00
mature,2020-10-30 17:00:00,2020-10-30 20:00:00
decay,2020-10-30 21:00:00,2020-10-31 07:00:00
