,start,end
incipient,1996-06-06 01:00:00,1996-06-06 08:00:00
intensification,1996-06-06 09:00:00,1996-06-07 06:00:00
mature,1996-06-07 07:00:00,1996-06-07 14:00:00
decay,1996-06-07 15:00:00,1996-06-08 14:00:00
