,start,end
incipient,1979-04-14 22:00:00,1979-04-15 10:00:00
intensification,1979-04-15 11:00:00,1979-04-16 18:00:00
mature,1979-04-16 19:00:00,1979-04-17 05:00:00
decay,1979-04-17 06:00:00,1979-04-19 01:00:00
