,start,end
incipient,2012-12-02 14:00:00,2012-12-03 12:00:00
intensification,2012-12-03 13:00:00,2012-12-06 03:00:00
mature,2012-12-06 04:00:00,2012-12-07 00:00:00
decay,2012-12-07 01:00:00,2012-12-14 01:00:00
