,start,end
incipient,1999-09-23 10:00:00,1999-09-23 16:00:00
intensification,1999-09-23 17:00:00,1999-09-25 10:00:00
mature,1999-09-25 11:00:00,1999-09-25 23:00:00
decay,1999-09-26 00:00:00,1999-09-27 17:00:00
