,start,end
incipient,2009-09-09 13:00:00,2009-09-09 16:00:00
intensification,2009-09-09 17:00:00,2009-09-10 22:00:00
mature,2009-09-10 23:00:00,2009-09-11 08:00:00
decay,2009-09-11 09:00:00,2009-09-12 21:00:00
