,start,end
incipient,2011-03-16 10:00:00,2011-03-17 04:00:00
intensification,2011-03-17 05:00:00,2011-03-19 05:00:00
mature,2011-03-19 06:00:00,2011-03-19 21:00:00
decay,2011-03-19 22:00:00,2011-03-22 08:00:00
