,start,end
incipient,2006-01-23 10:00:00,2006-01-23 16:00:00
intensification,2006-01-23 17:00:00,2006-01-24 15:00:00
mature,2006-01-24 16:00:00,2006-01-24 22:00:00
decay,2006-01-24 23:00:00,2006-01-27 02:00:00
