,start,end
incipient,2002-02-12 05:00:00,2002-02-12 14:00:00
intensification,2002-02-12 15:00:00,2002-02-13 11:00:00
mature,2002-02-13 12:00:00,2002-02-13 19:00:00
decay,2002-02-13 20:00:00,2002-02-14 19:00:00
