,start,end
decay,2002-10-13 03:00:00,2002-10-13 14:00:00
intensification,2002-10-13 15:00:00,2002-10-13 22:00:00
mature,2002-10-13 23:00:00,2002-10-14 03:00:00
decay 2,2002-10-14 04:00:00,2002-10-15 01:00:00
