,start,end
incipient,2008-03-20 00:00:00,2008-03-20 00:00:00
intensification,2008-03-20 01:00:00,2008-03-20 10:00:00
mature,2008-03-20 11:00:00,2008-03-20 14:00:00
decay,2008-03-20 15:00:00,2008-03-21 04:00:00
residual,2008-03-21 05:00:00,2008-03-21 13:00:00
