,start,end
incipient,1982-01-03 21:00:00,1982-01-04 05:00:00
intensification,1982-01-04 06:00:00,1982-01-06 01:00:00
mature,1982-01-06 02:00:00,1982-01-06 15:00:00
decay,1982-01-06 16:00:00,1982-01-08 12:00:00
intensification 2,1982-01-08 13:00:00,1982-01-09 22:00:00
mature 2,1982-01-09 23:00:00,1982-01-10 07:00:00
decay 2,1982-01-10 08:00:00,1982-01-11 07:00:00
