,Ck,Ca,Ke,Ge
incipient,-6.304912007827401,0.40237262747034863,411571.5482287746,1.1031971373235914
decay,-6.598992628016075,1.579426877042775,443022.6173507948,1.0656767271196548
intensification,-14.302121014209767,3.019035123966381,683276.5578871438,3.0384756935864767
mature,-13.376789298128251,1.5183910735788748,395047.45651605015,-2.0360051437042825
decay 2,-1.8509934080605106,0.49825214810172924,100129.81418821437,-0.8579791222965412
residual,-6.2905319904183346,0.11606377086923114,128595.4601606937,-0.630396087823069
