,start,end
incipient,1985-11-09 23:00:00,1985-11-10 03:00:00
decay,1985-11-10 04:00:00,1985-11-10 07:00:00
intensification,1985-11-10 08:00:00,1985-11-10 13:00:00
mature,1985-11-10 14:00:00,1985-11-10 16:00:00
decay 2,1985-11-10 17:00:00,1985-11-10 23:00:00
