,start,end
incipient,1999-06-12 06:00:00,1999-06-12 10:00:00
decay,1999-06-12 11:00:00,1999-06-14 02:00:00
intensification,1999-06-14 03:00:00,1999-06-15 07:00:00
mature,1999-06-15 08:00:00,1999-06-15 16:00:00
decay 2,1999-06-15 17:00:00,1999-06-17 01:00:00
residual,1999-06-17 02:00:00,1999-06-18 14:00:00
