,start,end
incipient,1997-10-08 10:00:00,1997-10-08 15:00:00
intensification,1997-10-08 16:00:00,1997-10-09 18:00:00
mature,1997-10-09 19:00:00,1997-10-10 03:00:00
decay,1997-10-10 04:00:00,1997-10-13 06:00:00
