,start,end
incipient,1979-08-30 19:00:00,1979-08-30 21:00:00
intensification,1979-08-30 22:00:00,1979-08-31 08:00:00
mature,1979-08-31 09:00:00,1979-08-31 11:00:00
decay,1979-08-31 12:00:00,1979-08-31 21:00:00
intensification 2,1979-08-31 22:00:00,1979-09-01 07:00:00
mature 2,1979-09-01 08:00:00,1979-09-01 10:00:00
decay 2,1979-09-01 11:00:00,1979-09-01 21:00:00
