,start,end
incipient,1998-03-28 04:00:00,1998-03-28 12:00:00
intensification,1998-03-28 13:00:00,1998-03-30 21:00:00
mature,1998-03-30 22:00:00,1998-03-31 09:00:00
decay,1998-03-31 10:00:00,1998-04-01 03:00:00
