,start,end
incipient,1981-06-10 07:00:00,1981-06-10 07:00:00
intensification,1981-06-10 08:00:00,1981-06-10 13:00:00
decay,1981-06-10 14:00:00,1981-06-10 19:00:00
intensification 2,1981-06-10 20:00:00,1981-06-10 23:00:00
mature,1981-06-11 00:00:00,1981-06-11 01:00:00
decay 2,1981-06-11 02:00:00,1981-06-11 09:00:00
