,start,end
incipient,2017-11-04 10:00:00,2017-11-04 12:00:00
decay,2017-11-04 13:00:00,2017-11-04 23:00:00
intensification,2017-11-05 00:00:00,2017-11-05 11:00:00
mature,2017-11-05 12:00:00,2017-11-05 13:00:00
decay 2,2017-11-05 14:00:00,2017-11-05 18:00:00
