,Type of System,Total Count,Percentage
3,"incipient, intensification, mature, decay",5327,62.274959083469724
4,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",594,6.944119710077157
6,"intensification, mature, decay",579,6.768763151741875
2,"incipient, decay, intensification, mature, decay 2",571,6.675239653963058
7,"intensification, mature, decay, intensification 2, mature 2, decay 2",489,5.716623801730185
1,"decay, intensification, mature, decay 2",328,3.834463408931494
0,decay,141,1.6483516483516485
5,intensification,99,1.1573532850128596
