,Type of System,Total Count,Percentage
3,"incipient, intensification, mature, decay",4503,62.28215767634855
4,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",518,7.164591977869986
6,"intensification, mature, decay",516,7.136929460580913
2,"incipient, decay, intensification, mature, decay 2",452,6.251728907330567
7,"intensification, mature, decay, intensification 2, mature 2, decay 2",389,5.380359612724758
1,"decay, intensification, mature, decay 2",251,3.4716459197787
0,decay,137,1.8948824343015211
5,intensification,90,1.2448132780082988
