,Type of System,Total Count,Percentage
2,"incipient, intensification, mature, decay",2410,69.77417486971628
5,"intensification, mature, decay",224,6.485234510712218
3,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",214,6.195715112912565
1,"incipient, decay, intensification, mature, decay 2",138,3.9953676896352057
6,"intensification, mature, decay, intensification 2, mature 2, decay 2",130,3.7637521713954833
4,intensification,102,2.9530978575564566
0,"decay, intensification, mature, decay 2",74,2.1424435437174294
