,Type of System,Total Count,Percentage
4,"incipient, intensification, mature, decay",408,67.77408637873754
5,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",36,5.980066445182724
7,"intensification, mature, decay",29,4.817275747508306
2,"decay, intensification, mature, decay 2",27,4.485049833887044
6,intensification,23,3.820598006644518
3,"incipient, decay, intensification, mature, decay 2",21,3.488372093023256
8,"intensification, mature, decay, intensification 2, mature 2, decay 2",21,3.488372093023256
1,"decay, intensification",10,1.6611295681063123
0,decay,7,1.162790697674419
