,Type of System,Total Count,Percentage
4,"incipient, intensification, mature, decay",175,66.0377358490566
7,"intensification, mature, decay",17,6.415094339622642
3,"incipient, decay, intensification, mature, decay 2",13,4.905660377358491
5,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",13,4.905660377358491
2,"decay, intensification, mature, decay 2",8,3.018867924528302
6,intensification,8,3.018867924528302
8,"intensification, mature, decay, intensification 2, mature 2, decay 2",8,3.018867924528302
0,decay,7,2.6415094339622645
1,"decay, intensification",4,1.509433962264151
