,Type of System,Total Count,Percentage
3,"incipient, intensification, mature, decay",182,64.53900709219859
4,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",20,7.092198581560284
2,"incipient, decay, intensification, mature, decay 2",18,6.382978723404255
6,"intensification, mature, decay",15,5.319148936170213
7,"intensification, mature, decay, intensification 2, mature 2, decay 2",12,4.25531914893617
1,"decay, intensification, mature, decay 2",11,3.900709219858156
5,intensification,7,2.4822695035460995
0,decay,5,1.773049645390071
