,Type of System,Total Count,Percentage
2,"incipient, intensification, mature, decay",1186,70.260663507109
3,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",111,6.575829383886256
5,"intensification, mature, decay",106,6.279620853080569
6,"intensification, mature, decay, intensification 2, mature 2, decay 2",80,4.739336492890995
4,intensification,65,3.850710900473934
1,"incipient, decay, intensification, mature, decay 2",42,2.488151658767773
0,"decay, intensification, mature, decay 2",28,1.6587677725118484
