,Type of System,Total Count,Percentage
1,"incipient, intensification, mature, decay",1119,16.543465405085747
2,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",132,1.9515079834417504
0,"incipient, decay, intensification, mature, decay 2",97,1.4340626848018925
3,"intensification, mature, decay, intensification 2, mature 2, decay 2",73,1.0792430514488467
