Type of System,Total Count,Percentage
"incipient, intensification, mature, decay",1049,62.144549763033176
"intensification, mature, decay",74,4.383886255924171
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",111,6.575829383886256
"incipient, decay, intensification, mature, decay 2",42,2.4881516587677726
"incipient, intensification, mature, decay, residual",137,8.11611374407583
"intensification, mature, decay, intensification 2, mature 2, decay 2",80,4.739336492890995
intensification,65,3.850710900473934
decay,8,0.47393364928909953
"intensification, mature, decay, residual",32,1.8957345971563981
"incipient, intensification, decay, intensification 2, mature, decay 2",6,0.35545023696682465
"decay, intensification, mature, decay 2",28,1.6587677725118484
"intensification, residual",7,0.4146919431279621
"decay, intensification",10,0.5924170616113744
"incipient, decay, incipient 2, intensification, mature, decay 2",1,0.05924170616113744
"incipient, decay, intensification, mature, decay 2, intensification 2, mature 2",2,0.11848341232227488
"incipient, intensification, decay, intensification 2, decay 2",2,0.11848341232227488
"incipient, intensification, decay, intensification 2, mature, decay 2, residual",1,0.05924170616113744
"incipient, decay, intensification, decay 2, residual",1,0.05924170616113744
"decay, intensification, residual",1,0.05924170616113744
"incipient, intensification",3,0.17772511848341233
"decay, intensification, decay 2, intensification 2",1,0.05924170616113744
"incipient, decay",1,0.05924170616113744
"incipient, decay, intensification",5,0.2962085308056872
"intensification, mature, decay, intensification 2, mature 2, decay 2, residual",2,0.11848341232227488
"decay, intensification, mature, decay 2, residual",3,0.17772511848341233
"incipient, intensification, decay, intensification 2",4,0.23696682464454977
"incipient, intensification, decay, intensification 2, residual",2,0.11848341232227488
"decay, intensification, residual, intensification 2",1,0.05924170616113744
"decay, intensification, decay 2",2,0.11848341232227488
"incipient, decay, intensification, mature, decay 2, residual",1,0.05924170616113744
"incipient, decay, intensification, decay 2, intensification 2",1,0.05924170616113744
"intensification, incipient, decay",2,0.11848341232227488
"incipient, decay, intensification, residual",1,0.05924170616113744
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2, residual",2,0.11848341232227488
