Type of System,Total Count,Percentage
intensification,51,2.9530978575564566
"incipient, intensification, mature, decay",1074,62.18876664736538
"incipient, decay, intensification, mature, decay 2",69,3.9953676896352057
"decay, intensification, mature, decay 2",37,2.1424435437174294
"intensification, mature, decay",74,4.284887087434859
"intensification, mature, decay, intensification 2, mature 2, decay 2",65,3.7637521713954833
"incipient, decay, intensification",6,0.3474232773595831
"decay, intensification, decay 2",2,0.11580775911986102
"incipient, intensification, mature, decay, residual",131,7.585408222350898
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",107,6.195715112912565
"incipient, intensification, decay, intensification 2",5,0.2895193977996526
"decay, intensification, decay 2, intensification 2",2,0.11580775911986102
decay,14,0.8106543138390272
"decay, intensification",7,0.4053271569195136
"incipient, intensification, residual",1,0.05790387955993051
"intensification, residual",5,0.2895193977996526
"incipient, decay",5,0.2895193977996526
"intensification, mature, decay, residual",38,2.200347423277359
"decay, intensification, mature, decay 2, residual",8,0.4632310364794441
"intensification, incipient, decay",1,0.05790387955993051
"incipient, intensification, decay, intensification 2, residual",3,0.17371163867979156
"incipient, decay, intensification, mature, decay 2, intensification 2, mature 2",1,0.05790387955993051
"incipient, intensification, decay, intensification 2, mature, decay 2",8,0.4632310364794441
"incipient, decay, intensification, mature, decay 2, residual",4,0.23161551823972204
"incipient, decay, intensification, decay 2",2,0.11580775911986102
"decay, intensification, residual",1,0.05790387955993051
"incipient, intensification, decay, intensification 2, decay 2",2,0.11580775911986102
"incipient, decay, intensification, residual",1,0.05790387955993051
"intensification, decay",1,0.05790387955993051
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2, residual",1,0.05790387955993051
"intensification, mature, decay, intensification 2, mature 2, decay 2, residual",1,0.05790387955993051
