Type of System,Total Count,Percentage
"incipient, intensification, mature, decay",1912,61.08626198083067
decay,22,0.7028753993610224
"intensification, mature, decay, intensification 2, mature 2, decay 2",128,4.0894568690095845
"decay, intensification, mature, decay 2",68,2.1725239616613417
"incipient, intensification, mature, decay, residual",278,8.881789137380192
"intensification, mature, decay",110,3.5143769968051117
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",188,6.006389776357827
"intensification, mature, decay, residual",76,2.428115015974441
"intensification, residual",18,0.5750798722044729
"decay, intensification",28,0.8945686900958467
intensification,106,3.386581469648562
"decay, intensification, decay 2",4,0.12779552715654952
"incipient, decay, intensification, mature, decay 2",88,2.8115015974440896
"incipient, intensification, decay, intensification 2, mature, decay 2",12,0.38338658146964855
"incipient, decay",14,0.44728434504792336
"incipient, decay, intensification, mature, decay 2, residual",10,0.3194888178913738
"decay, intensification, mature, decay 2, residual",18,0.5750798722044729
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2, residual",10,0.3194888178913738
"decay, intensification, mature, decay 2, intensification 2, mature 2",2,0.06389776357827476
"incipient, intensification, decay, intensification 2",10,0.3194888178913738
"incipient, decay, intensification",4,0.12779552715654952
"intensification, mature, decay, intensification 2, mature 2, decay 2, residual",6,0.19169329073482427
"decay, intensification, residual, intensification 2",2,0.06389776357827476
"incipient, decay, intensification, mature, decay 2, intensification 2, mature 2",4,0.12779552715654952
"incipient, intensification",2,0.06389776357827476
"incipient, intensification, decay, intensification 2, mature, decay 2, residual",2,0.06389776357827476
"incipient, intensification, decay, intensification 2, decay 2",2,0.06389776357827476
"decay, intensification, residual",4,0.12779552715654952
"incipient, decay, intensification, decay 2",2,0.06389776357827476
