,start,end
incipient,2008-08-15 20:00:00,2008-08-17 15:00:00
intensification,2008-08-17 04:00:00,2008-08-19 13:00:00
mature,2008-08-19 02:00:00,2008-08-20 04:00:00
decay,2008-08-19 17:00:00,2008-08-21 22:00:00
incipient 2,2008-08-21 11:00:00,2008-08-24 05:00:00
