,Type of System,Total Count,Percentage
2,"incipient, intensification, mature, decay",2438,36.04376108811354
5,"intensification, mature, decay",238,3.5186280307510343
3,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",182,2.690715552927262
1,"incipient, decay, intensification, mature, decay 2",172,2.54287403903016
6,"intensification, mature, decay, intensification 2, mature 2, decay 2",146,2.1584861028976934
4,intensification,92,1.360141927853341
0,"decay, intensification, mature, decay 2",90,1.3305736250739209
