Type of System,Total Count,Percentage
"incipient, intensification, mature, decay",4157,61.45771732702543
"intensification, mature, decay",287,4.243051448846836
"intensification, mature, decay, intensification 2, mature 2, decay 2",282,4.169130691898285
"incipient, decay, intensification, mature, decay 2",241,3.5629804849201654
"incipient, intensification, mature, decay, residual",548,8.101714961561205
intensification,215,3.1785925487876994
"intensification, mature, decay, residual",143,2.1141336487285627
"intensification, residual",30,0.4435245416913069
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",403,5.958013010053223
"decay, intensification, mature, decay 2",144,2.1289178001182734
"incipient, decay, intensification, mature, decay 2, residual",15,0.22176227084565345
"decay, intensification, residual",8,0.11827321111768185
decay,52,0.768775872264932
"decay, intensification",46,0.6800709639266705
"incipient, decay, intensification, decay 2",8,0.11827321111768185
"incipient, intensification, decay, intensification 2",21,0.3104671791839148
"decay, intensification, mature, decay 2, residual",28,0.4139562389118865
"incipient, intensification, decay, intensification 2, decay 2",7,0.10348905972797162
"intensification, mature, decay, intensification 2, mature 2, decay 2, residual",8,0.11827321111768185
"decay, intensification, decay 2, intensification 2",5,0.07392075694855116
"incipient, decay, intensification",14,0.20697811945594324
"decay, intensification, decay 2",8,0.11827321111768185
"incipient, decay",21,0.3104671791839148
"incipient, intensification, decay, intensification 2, mature, decay 2",26,0.384387936132466
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2, residual",10,0.14784151389710232
"intensification, decay",2,0.029568302779420463
"intensification, incipient, decay",4,0.05913660555884093
"incipient, intensification, decay, intensification 2, residual",5,0.07392075694855116
"incipient, decay, intensification, mature, decay 2, intensification 2, mature 2",6,0.08870490833826139
"decay, intensification, mature, decay 2, intensification 2, mature 2",2,0.029568302779420463
"incipient, intensification, decay, intensification 2, mature, decay 2, residual",3,0.044352454169130695
"incipient, intensification",5,0.07392075694855116
"incipient, decay, incipient 2, intensification, mature, decay 2",1,0.014784151389710232
"incipient, intensification, residual",1,0.014784151389710232
"decay, intensification, residual, intensification 2",2,0.029568302779420463
"incipient, decay, intensification, residual",3,0.044352454169130695
"incipient, decay, intensification, decay 2, residual",2,0.029568302779420463
"incipient, decay, intensification, decay 2, intensification 2",1,0.014784151389710232
