Type of System,Total Count,Percentage
"incipient, intensification, mature, decay, residual",278,4.109994086339444
decay,22,0.3252513305736251
"incipient, intensification, mature, decay",1912,28.267297457125963
"decay, intensification, mature, decay 2",68,1.0053222945002958
"intensification, mature, decay, residual",76,1.1235955056179776
"intensification, mature, decay, intensification 2, mature 2, decay 2",128,1.8923713778829097
"incipient, decay, intensification, mature, decay 2, residual",10,0.14784151389710232
"intensification, mature, decay",110,1.6262566528681255
"incipient, decay",14,0.20697811945594324
intensification,106,1.5671200473092846
"incipient, decay, intensification, mature, decay 2",88,1.3010053222945004
"decay, intensification, mature, decay 2, residual",18,0.26611472501478417
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",188,2.7794204612655236
"decay, intensification",28,0.4139562389118865
"intensification, residual",18,0.26611472501478417
"incipient, intensification, decay, intensification 2, mature, decay 2",12,0.17740981667652278
"decay, intensification, decay 2",4,0.05913660555884093
"intensification, mature, decay, intensification 2, mature 2, decay 2, residual",6,0.08870490833826139
"decay, intensification, residual, intensification 2",2,0.029568302779420463
"incipient, intensification, decay, intensification 2",10,0.14784151389710232
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2, residual",10,0.14784151389710232
"incipient, intensification",2,0.029568302779420463
"incipient, decay, intensification, mature, decay 2, intensification 2, mature 2",4,0.05913660555884093
"decay, intensification, mature, decay 2, intensification 2, mature 2",2,0.029568302779420463
"incipient, decay, intensification",4,0.05913660555884093
"incipient, intensification, decay, intensification 2, mature, decay 2, residual",2,0.029568302779420463
"decay, intensification, residual",4,0.05913660555884093
"incipient, decay, intensification, decay 2",2,0.029568302779420463
"incipient, intensification, decay, intensification 2, decay 2",2,0.029568302779420463
