,Type of System,Total Count,Percentage
1,"incipient, intensification, mature, decay",2372,35.06800709639266
2,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",222,3.282081608515671
5,"intensification, mature, decay, intensification 2, mature 2, decay 2",160,2.365464222353637
4,"intensification, mature, decay",148,2.1880544056771143
3,intensification,130,1.92193968066233
0,"incipient, decay, intensification, mature, decay 2",84,1.2418687167356592
