,Type of System,Total Count,Percentage
2,"incipient, intensification, mature, decay",2190,32.377291543465404
3,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",188,2.779420461265524
5,"intensification, mature, decay",186,2.749852158486103
6,"intensification, mature, decay, intensification 2, mature 2, decay 2",128,1.8923713778829097
4,intensification,106,1.5671200473092846
1,"incipient, decay, intensification, mature, decay 2",88,1.3010053222945004
0,"decay, intensification, mature, decay 2",68,1.0053222945002958
