,Type of System,Total Count,Percentage
2,"incipient, intensification, mature, decay",378,22.261484098939924
3,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",48,2.826855123674912
6,"intensification, mature, decay, intensification 2, mature 2, decay 2",25,1.4723203769140163
1,"incipient, decay, intensification, mature, decay 2",22,1.2956419316843346
0,"decay, intensification, mature, decay 2",18,1.060070671378092
4,intensification,18,1.060070671378092
5,"intensification, mature, decay",17,1.0011778563015312
