,Type of System,Total Count,Percentage
2,"incipient, intensification, mature, decay",2410,35.62980484920166
5,"intensification, mature, decay",224,3.311649911295092
3,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",214,3.1638083973979896
1,"incipient, decay, intensification, mature, decay 2",138,2.040212891780012
6,"intensification, mature, decay, intensification 2, mature 2, decay 2",130,1.92193968066233
4,intensification,102,1.5079834417504436
0,"decay, intensification, mature, decay 2",74,1.0940272028385571
