Type of System,Total Count,Percentage
"incipient, decay, intensification, mature, decay 2",50,4.789272030651341
"incipient, intensification, mature, decay",605,57.95019157088122
"incipient, intensification, decay, intensification 2",2,0.19157088122605362
"incipient, intensification, mature, decay, residual",79,7.567049808429119
decay,22,2.10727969348659
"intensification, mature, decay",48,4.597701149425287
"intensification, mature, decay, residual",15,1.4367816091954022
"intensification, residual",6,0.5747126436781609
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",65,6.226053639846743
"decay, intensification, mature, decay 2",32,3.065134099616858
"intensification, mature, decay, intensification 2, mature 2, decay 2",34,3.256704980842912
"incipient, decay, intensification, mature, decay 2, residual",1,0.09578544061302681
intensification,38,3.6398467432950192
"incipient, intensification, residual",1,0.09578544061302681
"incipient, decay",5,0.4789272030651341
"incipient, decay, intensification, mature, decay 2, intensification 2, mature 2",3,0.28735632183908044
"decay, intensification",13,1.2452107279693485
"incipient, intensification",2,0.19157088122605362
"decay, intensification, mature, decay 2, residual",4,0.38314176245210724
"incipient, intensification, decay, intensification 2, mature, decay 2",3,0.28735632183908044
"decay, intensification, decay 2",4,0.38314176245210724
"decay, intensification, decay 2, intensification 2",4,0.38314176245210724
"incipient, intensification, decay, intensification 2, mature, decay 2, residual",2,0.19157088122605362
"incipient, decay, intensification, decay 2, residual",1,0.09578544061302681
"incipient, decay, incipient 2, intensification, mature, decay 2",1,0.09578544061302681
"incipient, decay, intensification",1,0.09578544061302681
"intensification, decay",1,0.09578544061302681
"incipient, intensification, decay, intensification 2, decay 2",1,0.09578544061302681
"decay, intensification, residual",1,0.09578544061302681
