,Type of System,Total Count,Percentage
4,"incipient, intensification, mature, decay",4705,116.98160119343608
7,"intensification, mature, decay",430,10.691198408751864
5,"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",403,10.0198906016907
8,"intensification, mature, decay, intensification 2, mature 2, decay 2",282,7.011437095972154
3,"incipient, decay, intensification, mature, decay 2",241,5.992043759323719
6,intensification,215,5.345599204375932
2,"decay, intensification, mature, decay 2",144,3.580308304326206
0,decay,52,1.2928891098955742
1,"decay, intensification",46,1.1437095972153155
