,start,end
incipient,2010-04-15 18:00:00,2010-04-16 14:00:00
intensification,2010-04-16 15:00:00,2010-04-18 18:00:00
mature,2010-04-18 19:00:00,2010-04-19 14:00:00
decay,2010-04-19 15:00:00,2010-04-22 05:00:00
