,start,end
incipient,1997-02-25 13:00:00,1997-02-25 13:00:00
intensification,1997-02-25 14:00:00,1997-02-25 21:00:00
mature,1997-02-25 22:00:00,1997-02-26 01:00:00
decay,1997-02-26 02:00:00,1997-02-26 20:00:00
