,start,end
incipient,1997-02-28 01:00:00,1997-02-28 01:00:00
intensification,1997-02-28 02:00:00,1997-02-28 07:00:00
mature,1997-02-28 08:00:00,1997-02-28 12:00:00
decay,1997-02-28 13:00:00,1997-03-01 09:00:00
