,start,end
incipient,2001-12-02 19:00:00,2001-12-02 20:00:00
intensification,2001-12-02 21:00:00,2001-12-03 04:00:00
mature,2001-12-03 05:00:00,2001-12-03 07:00:00
decay,2001-12-03 08:00:00,2001-12-03 19:00:00
