,start,end
incipient,2017-05-25 21:00:00,2017-05-26 02:00:00
decay,2017-05-26 03:00:00,2017-05-27 01:00:00
intensification,2017-05-27 02:00:00,2017-05-28 04:00:00
mature,2017-05-28 05:00:00,2017-05-28 12:00:00
decay 2,2017-05-28 13:00:00,2017-05-29 10:00:00
