,start,end
incipient,1999-07-14 22:00:00,1999-07-14 22:00:00
intensification,1999-07-14 23:00:00,1999-07-15 05:00:00
mature,1999-07-15 06:00:00,1999-07-15 10:00:00
decay,1999-07-15 11:00:00,1999-07-16 07:00:00
