,start,end
incipient,2013-02-13 04:00:00,2013-02-13 10:00:00
intensification,2013-02-13 11:00:00,2013-02-15 10:00:00
mature,2013-02-15 11:00:00,2013-02-16 06:00:00
decay,2013-02-16 07:00:00,2013-02-19 18:00:00
intensification 2,2013-02-19 19:00:00,2013-02-22 10:00:00
mature 2,2013-02-22 11:00:00,2013-02-23 01:00:00
decay 2,2013-02-23 02:00:00,2013-02-24 17:00:00
