Type of System,Total Count,Percentage
"incipient, intensification, mature, decay",1473,21.77705499704317
"intensification, mature",33,0.48787699586043765
"incipient, intensification, mature, decay, intensification 2, mature 2, decay 2",70,1.034890597279716
"decay, intensification",13,0.192193968066233
intensification,35,0.517445298639858
decay,29,0.4287403903015967
"incipient, intensification, mature, incipient 2, intensification 2, mature 2, decay",5,0.07392075694855116
"intensification, decay, intensification 2",3,0.044352454169130695
"intensification, mature, decay",50,0.7392075694855115
"incipient, decay, intensification",3,0.044352454169130695
"intensification, decay, intensification 2, decay 2",1,0.014784151389710232
"intensification, mature, decay, intensification 2, mature 2, decay 2",38,0.5617977528089888
"incipient, decay",5,0.07392075694855116
"intensification, decay",6,0.08870490833826139
"incipient, intensification, decay, intensification 2, mature, decay 2",1,0.014784151389710232
"intensification, mature, intensification 2",3,0.044352454169130695
"decay, intensification, decay 2, intensification 2",2,0.029568302779420463
"decay, intensification, decay 2",6,0.08870490833826139
"intensification, incipient, decay",1,0.014784151389710232
"incipient, decay, intensification, decay 2",2,0.029568302779420463
"intensification, mature, incipient, intensification 2, mature 2, decay",1,0.014784151389710232
"incipient, intensification, mature",1,0.014784151389710232
"incipient, decay, intensification, mature, decay 2",2,0.029568302779420463
"incipient, intensification, mature, incipient 2, decay",1,0.014784151389710232
