Cyclone ID
SE-SAO_19840247
SE-SAO_19980248
SE-SAO_19920139
SE-SAO_20150776
SE-SAO_19910559
SE-SAO_19850204
SE-SAO_19850328
SE-SAO_20180434
SE-SAO_19960695
SE-SAO_20150856
SE-SAO_20010103
SE-SAO_19840441
SE-SAO_20130341
SE-SAO_19950860
SE-SAO_20031128
SE-SAO_19970082
SE-SAO_19830529
SE-SAO_19820085
SE-SAO_20120784
SE-SAO_20000055
SE-SAO_20100614
SE-SAO_20120706
SE-SAO_19960982
SE-SAO_19871074
SE-SAO_19810230
SE-SAO_19880443
SE-SAO_19840646
SE-SAO_20091064
SE-SAO_19920601
SE-SAO_19990516
SE-SAO_19790267
SE-SAO_19900474
SE-SAO_20090088
SE-SAO_19820526
SE-SAO_20090391
SE-SAO_20120276
SE-SAO_19890917
SE-SAO_20020651
SE-SAO_20100160
SE-SAO_19850163
SE-SAO_20071044
SE-SAO_19980358
SE-SAO_20200839
SE-SAO_20100424
SE-SAO_19860359
SE-SAO_19950897
SE-SAO_20030342
SE-SAO_19981117
SE-SAO_20204279
SE-SAO_19820540
SE-SAO_19860086
SE-SAO_19891132
SE-SAO_20020769
SE-SAO_20121143
SE-SAO_20000576
SE-SAO_20000546
SE-SAO_19790004
SE-SAO_19930614
SE-SAO_20140545
SE-SAO_19990078
SE-SAO_19831120
SE-SAO_20120670
SE-SAO_20000335
SE-SAO_20010693
SE-SAO_19970617
SE-SAO_19870594
SE-SAO_20141080
SE-SAO_19830714
SE-SAO_20150158
SE-SAO_19930047
SE-SAO_19800513
SE-SAO_19970272
SE-SAO_19870795
SE-SAO_20120141
SE-SAO_19890385
SE-SAO_19820685
SE-SAO_19790235
SE-SAO_19850515
SE-SAO_20190203
SE-SAO_19850197
SE-SAO_20090214
SE-SAO_20121125
SE-SAO_20070366
SE-SAO_19900601
SE-SAO_19960975
SE-SAO_19881001
SE-SAO_19830584
SE-SAO_19820087
SE-SAO_20010039
SE-SAO_19801045
SE-SAO_19940313
SE-SAO_20090617
SE-SAO_20000079
SE-SAO_19870609
SE-SAO_19820768
SE-SAO_20201550
SE-SAO_19930086
SE-SAO_19960502
SE-SAO_20130270
SE-SAO_19890765
SE-SAO_20030206
SE-SAO_19920737
SE-SAO_20020918
SE-SAO_20070917
SE-SAO_20130362
SE-SAO_20031009
SE-SAO_20020779
SE-SAO_19880078
SE-SAO_19991159
SE-SAO_19880105
SE-SAO_20100207
SE-SAO_19800165
SE-SAO_20000744
SE-SAO_19940729
SE-SAO_20050003
SE-SAO_19930663
SE-SAO_19860501
SE-SAO_19880130
SE-SAO_20080764
SE-SAO_19950532
SE-SAO_20040623
SE-SAO_19950902
SE-SAO_19930054
SE-SAO_19970485
SE-SAO_20000023
SE-SAO_19930612
SE-SAO_20130171
SE-SAO_20050773
SE-SAO_20131068
SE-SAO_19950813
SE-SAO_19790520
SE-SAO_19941101
SE-SAO_20207182
SE-SAO_19970951
SE-SAO_19970377
SE-SAO_19940719
SE-SAO_19890187
SE-SAO_20204627
SE-SAO_20140062
SE-SAO_19801005
SE-SAO_19900319
SE-SAO_20207760
SE-SAO_19951032
SE-SAO_19990661
SE-SAO_20150116
SE-SAO_20150068
SE-SAO_20060490
SE-SAO_20100895
SE-SAO_19870721
SE-SAO_19950026
SE-SAO_19820978
SE-SAO_19820271
SE-SAO_19860418
SE-SAO_19870693
SE-SAO_20207198
SE-SAO_20180792
SE-SAO_19820365
SE-SAO_20100194
SE-SAO_20100790
SE-SAO_20080612
SE-SAO_20110756
SE-SAO_19920020
SE-SAO_19850275
SE-SAO_19970664
SE-SAO_19850453
SE-SAO_20204261
SE-SAO_19990667
SE-SAO_19940688
SE-SAO_20021023
SE-SAO_20030915
SE-SAO_19821063
SE-SAO_19790453
SE-SAO_19980909
SE-SAO_20130029
SE-SAO_19960276
SE-SAO_20100337
SE-SAO_20011168
SE-SAO_20010335
