Cyclone ID
SAt_20130075
SAt_20031034
SAt_19831119
SAt_19880840
SAt_19790373
SAt_20090778
SAt_20050090
SAt_19870727
SAt_20000809
SAt_19830342
SAt_20170743
SAt_20140373
SAt_20000985
SAt_20090238
SAt_19890790
SAt_19790345
SAt_20020771
SAt_20081082
SAt_19870949
SAt_19800383
