Cyclone ID
WEDDELL_19940307
WEDDELL_20203753
WEDDELL_19940798
WEDDELL_20040387
WEDDELL_20121145
WEDDELL_19910839
WEDDELL_19850891
WEDDELL_20160615
WEDDELL_20020654
WEDDELL_19820681
WEDDELL_19890158
WEDDELL_20070811
WEDDELL_19900757
WEDDELL_19880783
WEDDELL_19840145
WEDDELL_20150267
WEDDELL_20080670
WEDDELL_19920574
WEDDELL_20080308
WEDDELL_19970444
WEDDELL_20100991
WEDDELL_20030711
WEDDELL_20040303
WEDDELL_20140365
WEDDELL_19810360
WEDDELL_20070609
WEDDELL_20190753
WEDDELL_20100178
WEDDELL_20120899
WEDDELL_19830820
WEDDELL_19960338
WEDDELL_20140242
WEDDELL_19830294
WEDDELL_19800857
WEDDELL_19870688
WEDDELL_19810403
WEDDELL_19910318
WEDDELL_20150524
WEDDELL_20205824
WEDDELL_20110273
WEDDELL_19810676
WEDDELL_20120880
WEDDELL_20120331
WEDDELL_19890980
WEDDELL_19890153
WEDDELL_19790592
WEDDELL_19830356
WEDDELL_19920914
WEDDELL_20050938
WEDDELL_20080417
WEDDELL_20150652
WEDDELL_19930141
WEDDELL_19880775
WEDDELL_19850466
WEDDELL_20000364
WEDDELL_20040227
WEDDELL_20205601
WEDDELL_20090605
WEDDELL_20040291
WEDDELL_20160919
WEDDELL_20120578
WEDDELL_20190783
WEDDELL_19850697
WEDDELL_20020778
WEDDELL_20190570
WEDDELL_19890731
WEDDELL_19841136
WEDDELL_20010434
WEDDELL_20060103
WEDDELL_20000661
WEDDELL_20000377
WEDDELL_20170344
WEDDELL_20050768
WEDDELL_20170652
WEDDELL_20140097
WEDDELL_20040594
WEDDELL_20180588
WEDDELL_19940494
WEDDELL_20203100
WEDDELL_19940277
WEDDELL_20040512
WEDDELL_20130897
WEDDELL_19790829
WEDDELL_20060776
WEDDELL_19860255
WEDDELL_20060966
WEDDELL_19950284
WEDDELL_20160462
WEDDELL_19810253
WEDDELL_19900859
WEDDELL_20160485
WEDDELL_20090157
WEDDELL_19970383
WEDDELL_20140486
WEDDELL_20040113
WEDDELL_20000455
WEDDELL_20140800
WEDDELL_20150375
WEDDELL_20150767
WEDDELL_20021011
WEDDELL_20140786
WEDDELL_20206208
WEDDELL_19920231
WEDDELL_20050588
WEDDELL_20090290
WEDDELL_20140685
WEDDELL_20110911
WEDDELL_20010160
WEDDELL_19800462
WEDDELL_20180877
WEDDELL_20180155
WEDDELL_20161060
WEDDELL_19930405
WEDDELL_20110809
WEDDELL_19800798
WEDDELL_19950081
WEDDELL_20190628
WEDDELL_19890379
WEDDELL_19990595
WEDDELL_20150806
WEDDELL_20201811
WEDDELL_19820393
WEDDELL_20140635
WEDDELL_20150228
WEDDELL_19990959
WEDDELL_20020209
WEDDELL_19860685
WEDDELL_19840986
WEDDELL_20070741
WEDDELL_19950029
WEDDELL_20170279
WEDDELL_20080201
WEDDELL_19980440
WEDDELL_19980461
WEDDELL_19990011
WEDDELL_20050599
WEDDELL_19900351
WEDDELL_20080765
WEDDELL_19841129
WEDDELL_20000103
WEDDELL_19890961
WEDDELL_20100142
WEDDELL_20030878
WEDDELL_20090767
WEDDELL_19890530
WEDDELL_20000674
WEDDELL_20080045
WEDDELL_19960453
WEDDELL_20070374
WEDDELL_19920895
WEDDELL_20021095
WEDDELL_20071070
WEDDELL_20110586
