Cyclone ID
SA-NAM_19821037
SA-NAM_19800421
SA-NAM_19920852
SA-NAM_19980630
SA-NAM_19950877
SA-NAM_20190085
SA-NAM_20190264
SA-NAM_19940167
SA-NAM_19930409
SA-NAM_20160473
SA-NAM_19950333
SA-NAM_19990353
SA-NAM_19880858
SA-NAM_20000762
SA-NAM_19940428
SA-NAM_19990513
SA-NAM_19810257
SA-NAM_19970505
SA-NAM_19990892
SA-NAM_19950456
SA-NAM_20160366
SA-NAM_20170384
SA-NAM_20030387
SA-NAM_20190762
SA-NAM_20080980
SA-NAM_19960243
SA-NAM_20191041
SA-NAM_20181157
SA-NAM_19790891
SA-NAM_20100515
SA-NAM_19970309
SA-NAM_20180284
SA-NAM_19870321
SA-NAM_19800989
SA-NAM_19940730
SA-NAM_20100143
SA-NAM_19901011
SA-NAM_19800814
SA-NAM_19990984
SA-NAM_20050764
SA-NAM_19850869
SA-NAM_20071145
SA-NAM_19860156
SA-NAM_19871040
SA-NAM_19870622
SA-NAM_19930384
SA-NAM_20140295
SA-NAM_20150595
SA-NAM_20120861
SA-NAM_19920531
SA-NAM_20170746
SA-NAM_19870504
SA-NAM_19970143
SA-NAM_19850585
SA-NAM_20130405
SA-NAM_19960991
SA-NAM_19900923
SA-NAM_19800950
SA-NAM_19900746
SA-NAM_20170309
SA-NAM_20190942
SA-NAM_19820643
SA-NAM_20150311
SA-NAM_20070147
SA-NAM_19880644
SA-NAM_19920892
SA-NAM_20130766
SA-NAM_19870590
