,start,end
intensification,2007-11-04 02:00:00,2007-11-05 15:00:00
mature,2007-11-05 16:00:00,2007-11-06 04:00:00
decay,2007-11-06 05:00:00,2007-11-08 07:00:00
intensification 2,2007-11-08 08:00:00,2007-11-09 16:00:00
mature 2,2007-11-09 17:00:00,2007-11-10 02:00:00
decay 2,2007-11-10 03:00:00,2007-11-11 17:00:00
