,start,end
incipient,1982-07-05 14:00:00,1982-07-05 18:00:00
intensification,1982-07-05 19:00:00,1982-07-07 09:00:00
mature,1982-07-07 10:00:00,1982-07-08 01:00:00
decay,1982-07-08 02:00:00,1982-07-10 23:00:00
