,start,end
incipient,2014-03-03 04:00:00,2014-03-03 05:00:00
intensification,2014-03-03 06:00:00,2014-03-04 21:00:00
mature,2014-03-04 22:00:00,2014-03-05 13:00:00
decay,2014-03-05 14:00:00,2014-03-08 08:00:00
intensification 2,2014-03-08 09:00:00,2014-03-11 17:00:00
mature 2,2014-03-11 18:00:00,2014-03-12 13:00:00
decay 2,2014-03-12 14:00:00,2014-03-15 03:00:00
