,start,end
incipient,2013-03-09 06:00:00,2013-03-09 06:00:00
intensification,2013-03-09 07:00:00,2013-03-09 22:00:00
mature,2013-03-09 23:00:00,2013-03-10 08:00:00
decay,2013-03-10 09:00:00,2013-03-12 09:00:00
